CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
a3022325ecf6   peer0.org2.example.com                    0.77%     184MiB / 7.761GiB     2.32%     206kB / 129kB     0B / 324kB       10
75ba6bca2bee   peer0.org1.example.com                    0.96%     148.9MiB / 7.761GiB   1.87%     261kB / 780kB     0B / 324kB       10
f46882b44615   orderer0.example.com                      0.04%     8.562MiB / 7.761GiB   0.11%     68.9kB / 127kB    41kB / 262kB     11
9d65a08f8237   couchdb.peer0.org2.example.com            0.14%     40.79MiB / 7.761GiB   0.51%     49.6kB / 56.1kB   0B / 1.22MB      41
84792aaae7cd   ca.org1.example.com                       0.00%     8.52MiB / 7.761GiB    0.11%     3.75kB / 5.94kB   90.1kB / 446kB   9
80ed15a49a26   couchdb.peer0.org1.example.com            0.15%     40.57MiB / 7.761GiB   0.51%     50.7kB / 62.5kB   0B / 1.22MB      41
14f6341c0814   ca.org2.example.com                       0.00%     8.387MiB / 7.761GiB   0.11%     3.24kB / 5.93kB   0B / 446kB       8
CONTAINER ID   NAME                                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
13248d628f8c   dev-peer0.org1.example.com-smallbank-v0   0.00%     5.926MiB / 2GiB       0.29%     3.77kB / 2.18kB   0B / 0B          7
5d514ef6f526   dev-peer0.org2.example.com-smallbank-v0   0.00%     5.746MiB / 2GiB       0.28%     3.93kB / 2.24kB   0B / 0B          7
0bf2470fb71e   dev-peer0.org1.example.com-simple-v0      0.00%     5.949MiB / 2GiB       0.29%     4.23kB / 2.51kB   0B / 0B          7
0f1f3b2d46c5   dev-peer0.org2.example.com-simple-v0      0.00%     5.797MiB / 2GiB       0.28%     4.54kB / 2.84kB   0B / 0B          7
4a06876bd42a   dev-peer0.org2.example.com-drm-v0         0.00%     6.012MiB / 2GiB       0.29%     4.73kB / 2.76kB   0B / 0B          6
5b10392d523d   dev-peer0.org1.example.com-drm-v0         0.00%     5.781MiB / 2GiB       0.28%     4.73kB / 2.87kB   0B / 0B          7
8f6802f55067   dev-peer0.org2.example.com-marbles-v0     0.00%     5.977MiB / 2GiB       0.29%     16.7kB / 9.88kB   0B / 0B          7
0397ad43a146   dev-peer0.org1.example.com-marbles-v0     2.70%     5.801MiB / 2GiB       0.28%     140kB / 42.1kB    0B / 0B          6
a3022325ecf6   peer0.org2.example.com                    15.93%    193.8MiB / 7.761GiB   2.44%     442kB / 392kB     0B / 324kB       11
75ba6bca2bee   peer0.org1.example.com                    16.01%    149.6MiB / 7.761GiB   1.88%     480kB / 1.6MB     0B / 324kB       12
f46882b44615   orderer0.example.com                      0.06%     8.562MiB / 7.761GiB   0.11%     68.9kB / 127kB    41kB / 262kB     11
9d65a08f8237   couchdb.peer0.org2.example.com            16.23%    51.87MiB / 7.761GiB   0.65%     114kB / 90kB      0B / 1.27MB      41
84792aaae7cd   ca.org1.example.com                       0.00%     8.52MiB / 7.761GiB    0.11%     3.75kB / 5.94kB   90.1kB / 446kB   9
80ed15a49a26   couchdb.peer0.org1.example.com            17.14%    59.04MiB / 7.761GiB   0.74%     94.2kB / 77.1kB   0B / 1.27MB      41
14f6341c0814   ca.org2.example.com                       0.00%     8.387MiB / 7.761GiB   0.11%     3.24kB / 5.93kB   0B / 446kB       8
CONTAINER ID   NAME                                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
13248d628f8c   dev-peer0.org1.example.com-smallbank-v0   0.00%     5.926MiB / 2GiB       0.29%     3.84kB / 2.25kB   0B / 0B          7
5d514ef6f526   dev-peer0.org2.example.com-smallbank-v0   0.00%     5.746MiB / 2GiB       0.28%     4.07kB / 2.3kB    0B / 0B          7
0bf2470fb71e   dev-peer0.org1.example.com-simple-v0      0.00%     5.949MiB / 2GiB       0.29%     4.34kB / 2.56kB   0B / 0B          7
0f1f3b2d46c5   dev-peer0.org2.example.com-simple-v0      0.00%     5.797MiB / 2GiB       0.28%     4.54kB / 2.84kB   0B / 0B          7
4a06876bd42a   dev-peer0.org2.example.com-drm-v0         0.00%     6.012MiB / 2GiB       0.29%     4.73kB / 2.76kB   0B / 0B          6
5b10392d523d   dev-peer0.org1.example.com-drm-v0         0.00%     5.781MiB / 2GiB       0.28%     4.73kB / 2.87kB   0B / 0B          7
8f6802f55067   dev-peer0.org2.example.com-marbles-v0     3.55%     9.316MiB / 2GiB       0.45%     715kB / 212kB     0B / 0B          7
0397ad43a146   dev-peer0.org1.example.com-marbles-v0     2.78%     9.852MiB / 2GiB       0.48%     709kB / 182kB     0B / 0B          6
a3022325ecf6   peer0.org2.example.com                    20.23%    203.1MiB / 7.761GiB   2.56%     1.29MB / 1.33MB   0B / 324kB       13
75ba6bca2bee   peer0.org1.example.com                    19.01%    152.3MiB / 7.761GiB   1.92%     1.32MB / 2.55MB   0B / 324kB       13
f46882b44615   orderer0.example.com                      0.03%     8.562MiB / 7.761GiB   0.11%     69kB / 128kB      41kB / 262kB     11
9d65a08f8237   couchdb.peer0.org2.example.com            18.25%    128.4MiB / 7.761GiB   1.62%     308kB / 190kB     0B / 1.27MB      41
84792aaae7cd   ca.org1.example.com                       0.00%     8.52MiB / 7.761GiB    0.11%     3.75kB / 5.94kB   90.1kB / 446kB   9
80ed15a49a26   couchdb.peer0.org1.example.com            16.62%    112.5MiB / 7.761GiB   1.42%     234kB / 142kB     0B / 1.27MB      41
14f6341c0814   ca.org2.example.com                       0.00%     8.387MiB / 7.761GiB   0.11%     3.24kB / 5.93kB   0B / 446kB       8
CONTAINER ID   NAME                                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
13248d628f8c   dev-peer0.org1.example.com-smallbank-v0   0.00%     5.926MiB / 2GiB       0.29%     3.91kB / 2.25kB   0B / 0B          7
5d514ef6f526   dev-peer0.org2.example.com-smallbank-v0   0.00%     5.746MiB / 2GiB       0.28%     4.11kB / 2.35kB   0B / 0B          7
0bf2470fb71e   dev-peer0.org1.example.com-simple-v0      0.00%     5.949MiB / 2GiB       0.29%     4.34kB / 2.56kB   0B / 0B          7
0f1f3b2d46c5   dev-peer0.org2.example.com-simple-v0      0.00%     5.797MiB / 2GiB       0.28%     4.54kB / 2.84kB   0B / 0B          7
4a06876bd42a   dev-peer0.org2.example.com-drm-v0         0.00%     6.012MiB / 2GiB       0.29%     4.8kB / 2.83kB    0B / 0B          6
5b10392d523d   dev-peer0.org1.example.com-drm-v0         0.00%     5.781MiB / 2GiB       0.28%     4.8kB / 2.93kB    0B / 0B          7
8f6802f55067   dev-peer0.org2.example.com-marbles-v0     5.31%     16.92MiB / 2GiB       0.83%     1.49MB / 454kB    0B / 0B          7
0397ad43a146   dev-peer0.org1.example.com-marbles-v0     5.16%     17.33MiB / 2GiB       0.85%     1.49MB / 441kB    0B / 0B          6
a3022325ecf6   peer0.org2.example.com                    16.15%    204.7MiB / 7.761GiB   2.58%     2.4MB / 2.67MB    0B / 324kB       13
75ba6bca2bee   peer0.org1.example.com                    16.50%    153.6MiB / 7.761GiB   1.93%     2.56MB / 4.13MB   0B / 324kB       14
f46882b44615   orderer0.example.com                      0.05%     8.562MiB / 7.761GiB   0.11%     69kB / 128kB      41kB / 262kB     11
9d65a08f8237   couchdb.peer0.org2.example.com            60.86%    281.3MiB / 7.761GiB   3.54%     649kB / 425kB     0B / 1.27MB      41
84792aaae7cd   ca.org1.example.com                       0.00%     8.52MiB / 7.761GiB    0.11%     3.75kB / 5.94kB   90.1kB / 446kB   9
80ed15a49a26   couchdb.peer0.org1.example.com            25.89%    200.1MiB / 7.761GiB   2.52%     606kB / 393kB     0B / 1.27MB      41
14f6341c0814   ca.org2.example.com                       0.00%     8.387MiB / 7.761GiB   0.11%     3.24kB / 5.93kB   0B / 446kB       8
CONTAINER ID   NAME                                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
13248d628f8c   dev-peer0.org1.example.com-smallbank-v0   0.00%     5.926MiB / 2GiB       0.29%     3.91kB / 2.25kB   0B / 0B          7
5d514ef6f526   dev-peer0.org2.example.com-smallbank-v0   0.00%     5.746MiB / 2GiB       0.28%     4.11kB / 2.35kB   0B / 0B          7
0bf2470fb71e   dev-peer0.org1.example.com-simple-v0      0.00%     5.949MiB / 2GiB       0.29%     4.4kB / 2.62kB    0B / 0B          7
0f1f3b2d46c5   dev-peer0.org2.example.com-simple-v0      0.00%     5.797MiB / 2GiB       0.28%     4.61kB / 2.91kB   0B / 0B          7
4a06876bd42a   dev-peer0.org2.example.com-drm-v0         0.00%     6.012MiB / 2GiB       0.29%     4.84kB / 2.87kB   0B / 0B          6
5b10392d523d   dev-peer0.org1.example.com-drm-v0         0.00%     5.781MiB / 2GiB       0.28%     4.84kB / 2.97kB   0B / 0B          7
8f6802f55067   dev-peer0.org2.example.com-marbles-v0     0.89%     17.02MiB / 2GiB       0.83%     1.93MB / 886kB    0B / 0B          7
0397ad43a146   dev-peer0.org1.example.com-marbles-v0     0.00%     17.56MiB / 2GiB       0.86%     1.93MB / 874kB    0B / 0B          7
a3022325ecf6   peer0.org2.example.com                    1.08%     202.4MiB / 7.761GiB   2.55%     3.62MB / 4.53MB   0B / 324kB       13
75ba6bca2bee   peer0.org1.example.com                    1.06%     151.8MiB / 7.761GiB   1.91%     3.71MB / 5.81MB   0B / 324kB       14
f46882b44615   orderer0.example.com                      0.04%     8.562MiB / 7.761GiB   0.11%     69kB / 128kB      41kB / 262kB     11
9d65a08f8237   couchdb.peer0.org2.example.com            0.26%     234.3MiB / 7.761GiB   2.95%     1MB / 1.19MB      0B / 1.27MB      41
84792aaae7cd   ca.org1.example.com                       0.00%     8.52MiB / 7.761GiB    0.11%     3.75kB / 5.94kB   90.1kB / 446kB   9
80ed15a49a26   couchdb.peer0.org1.example.com            0.26%     214.1MiB / 7.761GiB   2.69%     1.01MB / 1.2MB    0B / 1.27MB      41
14f6341c0814   ca.org2.example.com                       0.00%     8.387MiB / 7.761GiB   0.11%     3.24kB / 5.93kB   0B / 446kB       8
CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
9d65a08f8237   couchdb.peer0.org2.example.com   1.85%     154.8MiB / 7.761GiB   1.95%     1MB / 1.19MB      0B / 1.27MB      36
84792aaae7cd   ca.org1.example.com              0.00%     8.52MiB / 7.761GiB    0.11%     3.75kB / 5.94kB   90.1kB / 446kB   9
80ed15a49a26   couchdb.peer0.org1.example.com   0.43%     148.5MiB / 7.761GiB   1.87%     1.01MB / 1.2MB    0B / 1.27MB      41
14f6341c0814   ca.org2.example.com              0.00%     8.387MiB / 7.761GiB   0.11%     3.24kB / 5.93kB   0B / 446kB       8
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT   MEM %     NET I/O   BLOCK I/O   PIDS
